city|state|state_name|county
Queen Creek|AZ|Arizona|Maricopa
Alpharetta|GA|Georgia|Fulton
Lima|OH|Ohio|Allen
Novi|MI|Michigan|Oakland
Great Falls|MT|Montana|Cascade
Ames|IA|Iowa|Story
Juana Diaz|PR|Puerto Rico|Juana Díaz
Malden|MA|Massachusetts|Middlesex
Dundalk|MD|Maryland|Baltimore
Albany|OR|Oregon|Linn
Castro Valley|CA|California|Alameda
Dalton|GA|Georgia|Whitfield
Lynwood|CA|California|Los Angeles
Pflugerville|TX|Texas|Travis
Sebring|FL|Florida|Highlands
Kenner|LA|Louisiana|Jefferson
Port Charlotte|FL|Florida|Charlotte
Waltham|MA|Massachusetts|Middlesex
Commerce City|CO|Colorado|Adams
Brentwood|CA|California|Contra Costa
North Little Rock|AR|Arkansas|Pulaski
South San Francisco|CA|California|San Mateo
Bellevue|NE|Nebraska|Sarpy
Burnsville|MN|Minnesota|Dakota
Greenwood|IN|Indiana|Johnson
Rowlett|TX|Texas|Dallas
Laguna Niguel|CA|California|Orange
Bozeman|MT|Montana|Gallatin
Port Orange|FL|Florida|Volusia
Reston|VA|Virginia|Fairfax
San Clemente|CA|California|Orange
Caldwell|ID|Idaho|Canyon
Coon Rapids|MN|Minnesota|Anoka
Millcreek|UT|Utah|Salt Lake
Eden Prairie|MN|Minnesota|Hennepin
Parkersburg|WV|West Virginia|Wood
Hamilton|OH|Ohio|Butler
Moore|OK|Oklahoma|Cleveland
Lakewood|WA|Washington|Pierce
Bay City|MI|Michigan|Bay
Bossier City|LA|Louisiana|Bossier
Council Bluffs|IA|Iowa|Pottawattamie
Huntersville|NC|North Carolina|Mecklenburg
Taylor|MI|Michigan|Wayne
Hendersonville|TN|Tennessee|Sumner
Sanford|FL|Florida|Seminole
La Habra|CA|California|Orange
Horizon West|FL|Florida|Orange
Dearborn Heights|MI|Michigan|Wayne
St. Cloud|FL|Florida|Osceola
Pontiac|MI|Michigan|Oakland
Richland|WA|Washington|Benton
Marietta|GA|Georgia|Cobb
Florence-Graham|CA|California|Los Angeles
Springfield|OR|Oregon|Lane
Encinitas|CA|California|San Diego
Wellington|FL|Florida|Palm Beach
Palm Harbor|FL|Florida|Pinellas
Montebello|CA|California|Los Angeles
Woodland|CA|California|Yolo
Bristol|CT|Connecticut|Naugatuck Valley
Jupiter|FL|Florida|Palm Beach
La Mesa|CA|California|San Diego
Pico Rivera|CA|California|Los Angeles
San Rafael|CA|California|Marin
Meriden|CT|Connecticut|South Central Connecticut
Euless|TX|Texas|Tarrant
Parker|CO|Colorado|Douglas
Revere|MA|Massachusetts|Suffolk
Stonecrest|GA|Georgia|DeKalb
Chapel Hill|NC|North Carolina|Orange
White Plains|NY|New York|Westchester
Gardena|CA|California|Los Angeles
Palm Beach Gardens|FL|Florida|Palm Beach
Taunton|MA|Massachusetts|Bristol
Monterey Park|CA|California|Los Angeles
West Allis|WI|Wisconsin|Milwaukee
Santee|CA|California|San Diego
North Miami|FL|Florida|Miami-Dade
Blue Springs|MO|Missouri|Jackson
Des Plaines|IL|Illinois|Cook
Kokomo|IN|Indiana|Howard
Petaluma|CA|California|Sonoma
Shoreline|WA|Washington|King
Medford|MA|Massachusetts|Middlesex
Taylorsville|UT|Utah|Salt Lake
Wylie|TX|Texas|Collin
Cupertino|CA|California|Santa Clara
The Hammocks|FL|Florida|Miami-Dade
Margate|FL|Florida|Broward
Carson City|NV|Nevada|Carson City
Hoboken|NJ|New Jersey|Hudson
Madison|AL|Alabama|Madison
St. Clair Shores|MI|Michigan|Macomb
St. Peters|MO|Missouri|St. Charles
Midwest City|OK|Oklahoma|Oklahoma
Severn|MD|Maryland|Anne Arundel
Lake Havasu City|AZ|Arizona|Mohave
Lenexa|KS|Kansas|Johnson
Orland Park|IL|Illinois|Cook
Royal Oak|MI|Michigan|Oakland
Bowie|MD|Maryland|Prince George's
Decatur|AL|Alabama|Morgan
Bel Air South|MD|Maryland|Harford
Towson|MD|Maryland|Baltimore
Casa Grande|AZ|Arizona|Pinal
Coconut Creek|FL|Florida|Broward
Kettering|OH|Ohio|Montgomery
Herriman|UT|Utah|Salt Lake
Brookhaven|GA|Georgia|DeKalb
Oak Lawn|IL|Illinois|Cook
Lacey|WA|Washington|Thurston
Bartlett|TN|Tennessee|Shelby
Highland|CA|California|San Bernardino
Kannapolis|NC|North Carolina|Cabarrus
Fountainebleau|FL|Florida|Miami-Dade
Fountain Valley|CA|California|Orange
Bentonville|AR|Arkansas|Benton
Bradenton|FL|Florida|Manatee
Smyrna|GA|Georgia|Cobb
Sarasota|FL|Florida|Sarasota
Apopka|FL|Florida|Orange
National City|CA|California|San Diego
DeSoto|TX|Texas|Dallas
Berwyn|IL|Illinois|Cook
New Brunswick|NJ|New Jersey|Middlesex
Apple Valley|MN|Minnesota|Dakota
Mount Prospect|IL|Illinois|Cook
Arcadia|CA|California|Los Angeles
Southaven|MS|Mississippi|DeSoto
Tigard|OR|Oregon|Washington
Perth Amboy|NJ|New Jersey|Middlesex
Chicopee|MA|Massachusetts|Hampden
South Whittier|CA|California|Los Angeles
West Haven|CT|Connecticut|South Central Connecticut
Smyrna|TN|Tennessee|Rutherford
Tinley Park|IL|Illinois|Cook
Hacienda Heights|CA|California|Los Angeles
Beaumont|CA|California|Riverside
San Jacinto|CA|California|Riverside
Plainfield|NJ|New Jersey|Union
West Sacramento|CA|California|Yolo
Marana|AZ|Arizona|Pima
Yucaipa|CA|California|San Bernardino
Peabody|MA|Massachusetts|Essex
Rocky Mount|NC|North Carolina|Nash
Texas City|TX|Texas|Galveston
Kentwood|MI|Michigan|Kent
Manhattan|KS|Kansas|Riley
Colton|CA|California|San Bernardino
Aspen Hill|MD|Maryland|Montgomery
Diamond Bar|CA|California|Los Angeles
Huntington Park|CA|California|Los Angeles
Wheaton|IL|Illinois|DuPage
Pinellas Park|FL|Florida|Pinellas
Aloha|OR|Oregon|Washington
Oak Park|IL|Illinois|Cook
Minnetonka|MN|Minnesota|Hennepin
Twin Falls|ID|Idaho|Twin Falls
Edina|MN|Minnesota|Hennepin
Westchester|FL|Florida|Miami-Dade
Methuen Town|MA|Massachusetts|Essex
Normal|IL|Illinois|McLean
Elyria|OH|Ohio|Lorain
Grand Island|NE|Nebraska|Hall
Novato|CA|California|Marin
Paramount|CA|California|Los Angeles
Kyle|TX|Texas|Hays
Placentia|CA|California|Orange
Wheaton|MD|Maryland|Montgomery
Kendale Lakes|FL|Florida|Miami-Dade
Cathedral City|CA|California|Riverside
Florissant|MO|Missouri|St. Louis
Catalina Foothills|AZ|Arizona|Pima
West New York|NJ|New Jersey|Hudson
Lincoln|CA|California|Placer
Dunwoody|GA|Georgia|DeKalb
Levittown|NY|New York|Nassau
Palm Desert|CA|California|Riverside
Mooresville|NC|North Carolina|Iredell
Little Elm|TX|Texas|Denton
Glendora|CA|California|Los Angeles
Burien|WA|Washington|King
Aliso Viejo|CA|California|Orange
Summerville|SC|South Carolina|Dorchester
Collierville|TN|Tennessee|Shelby
Tamiami|FL|Florida|Miami-Dade
Wake Forest|NC|North Carolina|Wake
Hoffman Estates|IL|Illinois|Cook
Westfield|IN|Indiana|Hamilton
Columbus|IN|Indiana|Bartholomew
Troy|NY|New York|Rensselaer
Country Club|FL|Florida|Miami-Dade
Burleson|TX|Texas|Johnson
East Honolulu|HI|Hawaii|Honolulu
Levittown|PA|Pennsylvania|Bucks
Mishawaka|IN|Indiana|St. Joseph
Grapevine|TX|Texas|Tarrant
Cuyahoga Falls|OH|Ohio|Summit
Delano|CA|California|Kern
Enid|OK|Oklahoma|Garfield
Milford city|CT|Connecticut|South Central Connecticut
El Dorado Hills|CA|California|El Dorado
Rosemead|CA|California|Los Angeles
McLean|VA|Virginia|Fairfax
Lakewood|OH|Ohio|Cuyahoga
Jeffersonville|IN|Indiana|Clark
Draper|UT|Utah|Salt Lake
Covina|CA|California|Los Angeles
Murray|UT|Utah|Salt Lake
Downers Grove|IL|Illinois|DuPage
Rockwall|TX|Texas|Rockwall
Chesterfield|MO|Missouri|St. Louis
St. Louis Park|MN|Minnesota|Hennepin
Florin|CA|California|Sacramento
Cypress|CA|California|Orange
Eagle Mountain|UT|Utah|Utah
North Bethesda|MD|Maryland|Montgomery
Azusa|CA|California|Los Angeles
Lawrence|IN|Indiana|Marion
Coral Gables|FL|Florida|Miami-Dade
Everett|MA|Massachusetts|Middlesex
Bedford|TX|Texas|Tarrant
Antelope|CA|California|Sacramento
Dublin|OH|Ohio|Franklin
Portage|MI|Michigan|Kalamazoo
Biloxi|MS|Mississippi|Harrison
Titusville|FL|Florida|Brevard
Euclid|OH|Ohio|Cuyahoga
Ceres|CA|California|Stanislaus
University|FL|Florida|Hillsborough
Stillwater|OK|Oklahoma|Payne
Leesburg|VA|Virginia|Loudoun
Bothell|WA|Washington|King
Tuckahoe|VA|Virginia|Henrico
Cedar Hill|TX|Texas|Dallas
Poway|CA|California|San Diego
Cerritos|CA|California|Los Angeles
Hilo|HI|Hawaii|Hawaii
Niagara Falls|NY|New York|Niagara
Fort Pierce|FL|Florida|St. Lucie
San Luis Obispo|CA|California|San Luis Obispo
Minot|ND|North Dakota|Ward
North Highlands|CA|California|Sacramento
Ocoee|FL|Florida|Orange
Roswell|NM|New Mexico|Chaves
Wilson|NC|North Carolina|Wilson
Wauwatosa|WI|Wisconsin|Milwaukee
Glenview|IL|Illinois|Cook
Middletown|CT|Connecticut|Lower Connecticut River Valley
Oro Valley|AZ|Arizona|Pima
Brea|CA|California|Orange
Rancho Santa Margarita|CA|California|Orange
Roseville|MI|Michigan|Macomb
Mentor|OH|Ohio|Lake
Winter Garden|FL|Florida|Orange
Newark|CA|California|Alameda
East Providence|RI|Rhode Island|Providence
Goose Creek|SC|South Carolina|Berkeley
La Mirada|CA|California|Los Angeles
Huntsville|TX|Texas|Walker
Rowland Heights|CA|California|Los Angeles
Beavercreek|OH|Ohio|Greene
Los Banos|CA|California|Merced
Prescott|AZ|Arizona|Yavapai
Gallatin|TN|Tennessee|Sumner
Olive Branch|MS|Mississippi|DeSoto
Attleboro|MA|Massachusetts|Bristol
Salina|KS|Kansas|Saline
Farmington|NM|New Mexico|San Juan
Whitney|NV|Nevada|Clark
Potomac|MD|Maryland|Montgomery
Urbandale|IA|Iowa|Polk
Strongsville|OH|Ohio|Cuyahoga
Pahrump|NV|Nevada|Nye
Hackensack|NJ|New Jersey|Bergen
Wentzville|MO|Missouri|St. Charles
Plainfield|IL|Illinois|Will
Haltom City|TX|Texas|Tarrant
Altamonte Springs|FL|Florida|Seminole
Keller|TX|Texas|Tarrant
Odenton|MD|Maryland|Anne Arundel
Ashburn|VA|Virginia|Loudoun
Elmhurst|IL|Illinois|DuPage
East Lansing|MI|Michigan|Ingham
Brentwood|TN|Tennessee|Williamson
Sayreville|NJ|New Jersey|Middlesex
Sierra Vista|AZ|Arizona|Cochise
Morgan Hill|CA|California|Santa Clara
Bountiful|UT|Utah|Davis
Littleton|CO|Colorado|Arapahoe
Pearl City|HI|Hawaii|Honolulu
Lake Ridge|VA|Virginia|Prince William
Shakopee|MN|Minnesota|Scott
Palm Springs|CA|California|Riverside
Clermont|FL|Florida|Lake
Riverton|UT|Utah|Salt Lake
The Colony|TX|Texas|Denton
Mankato|MN|Minnesota|Blue Earth
West Lafayette|IN|Indiana|Tippecanoe
Moorhead|MN|Minnesota|Clay
Cleveland Heights|OH|Ohio|Cuyahoga
North Lauderdale|FL|Florida|Broward
Fairfield|OH|Ohio|Butler
Sicklerville|NJ|New Jersey|Camden
Fond du Lac|WI|Wisconsin|Fond du Lac
Cutler Bay|FL|Florida|Miami-Dade
Rohnert Park|CA|California|Sonoma
Oakley|CA|California|Contra Costa
Salem|MA|Massachusetts|Essex
Concord|NH|New Hampshire|Merrimack
Wilkes-Barre|PA|Pennsylvania|Luzerne
North Fort Myers|FL|Florida|Lee
El Centro|CA|California|Imperial
Freeport|NY|New York|Nassau
Saratoga Springs|UT|Utah|Utah
Oakland Park|FL|Florida|Broward
Columbia|TN|Tennessee|Maury
Greenacres|FL|Florida|Palm Beach
Hicksville|NY|New York|Nassau
Lompoc|CA|California|Santa Barbara
Trujillo Alto|PR|Puerto Rico|Trujillo Alto
Lombard|IL|Illinois|DuPage
Spanish Fork|UT|Utah|Utah
Linden|NJ|New Jersey|Union
Waxahachie|TX|Texas|Ellis
Pittsfield|MA|Massachusetts|Berkshire
Channelview|TX|Texas|Harris
Ormond Beach|FL|Florida|Volusia
Newnan|GA|Georgia|Coweta
Woodbridge|VA|Virginia|Prince William
Holly Springs|NC|North Carolina|Wake
Danville|CA|California|Contra Costa
Burke|VA|Virginia|Fairfax
Huber Heights|OH|Ohio|Montgomery
West Babylon|NY|New York|Suffolk
Delaware|OH|Ohio|Delaware
Schertz|TX|Texas|Bexar
North Miami Beach|FL|Florida|Miami-Dade
Woonsocket|RI|Rhode Island|Providence
Hollister|CA|California|San Benito
Campbell|CA|California|Santa Clara
Buffalo Grove|IL|Illinois|Lake
Edmonds|WA|Washington|Snohomish
Catonsville|MD|Maryland|Baltimore
Manassas|VA|Virginia|Manassas
Vineyard|CA|California|Sacramento
Puyallup|WA|Washington|Pierce
San Bruno|CA|California|San Mateo
Coachella|CA|California|Riverside
Jefferson City|MO|Missouri|Cole
French Valley|CA|California|Riverside
Midland|MI|Michigan|Midland
Beverly|MA|Massachusetts|Essex
Mableton|GA|Georgia|Cobb
Danville|VA|Virginia|Danville
Moline|IL|Illinois|Rock Island
Bullhead City|AZ|Arizona|Mohave
Peachtree Corners|GA|Georgia|Gwinnett
Linton Hall|VA|Virginia|Prince William
Coppell|TX|Texas|Dallas
Annandale|VA|Virginia|Fairfax
Lebanon|TN|Tennessee|Wilson
Altadena|CA|California|Los Angeles
Land O' Lakes|FL|Florida|Pasco
Grove City|OH|Ohio|Franklin
Belleville|IL|Illinois|St. Clair
Post Falls|ID|Idaho|Kootenai
Marion|IA|Iowa|Linn
Fitchburg|MA|Massachusetts|Worcester
Brookfield|WI|Wisconsin|Waukesha
Coram|NY|New York|Suffolk
Princeton|FL|Florida|Miami-Dade
Weslaco|TX|Texas|Hidalgo
Shelton|CT|Connecticut|Naugatuck Valley
Marlborough|MA|Massachusetts|Middlesex
Milton|GA|Georgia|Fulton
Rancho Palos Verdes|CA|California|Los Angeles
Hallandale Beach|FL|Florida|Broward
Woburn|MA|Massachusetts|Middlesex
Brighton|CO|Colorado|Adams
Indian Trail|NC|North Carolina|Union
Reynoldsburg|OH|Ohio|Franklin
Romeoville|IL|Illinois|Will
Maplewood|MN|Minnesota|Ramsey
Lynnwood|WA|Washington|Snohomish
Lancaster|OH|Ohio|Fairfield
Covington|KY|Kentucky|Kenton
Mount Juliet|TN|Tennessee|Wilson
Friendswood|TX|Texas|Galveston
Germantown|TN|Tennessee|Shelby
Lancaster|TX|Texas|Dallas
Annapolis|MD|Maryland|Anne Arundel
Meadow Woods|FL|Florida|Orange
Westfield|MA|Massachusetts|Hampden
Essex|MD|Maryland|Baltimore
Cedar Falls|IA|Iowa|Black Hawk
Kearny|NJ|New Jersey|Hudson
Bartlett|IL|Illinois|DuPage
Woodlawn|MD|Maryland|Baltimore
DeKalb|IL|Illinois|DeKalb
Pine Bluff|AR|Arkansas|Jefferson
Crystal Lake|IL|Illinois|McHenry
New Berlin|WI|Wisconsin|Waukesha
Lake Oswego|OR|Oregon|Clackamas
Findlay|OH|Ohio|Hancock
Valley Stream|NY|New York|Nassau
The Acreage|FL|Florida|Palm Beach
Cottage Grove|MN|Minnesota|Washington
Cape Girardeau|MO|Missouri|Cape Girardeau
Plant City|FL|Florida|Hillsborough
Culver City|CA|California|Los Angeles
Oviedo|FL|Florida|Seminole
Hurst|TX|Texas|Tarrant
Hobbs|NM|New Mexico|Lea
Duncanville|TX|Texas|Dallas
Waipahu|HI|Hawaii|Honolulu
Hutchinson|KS|Kansas|Reno
DeLand|FL|Florida|Volusia
Fort Lee|NJ|New Jersey|Bergen
Apache Junction|AZ|Arizona|Pinal
Rexburg|ID|Idaho|Madison
Lincoln Park|MI|Michigan|Wayne
Lake Stevens|WA|Washington|Snohomish
Severna Park|MD|Maryland|Anne Arundel
Issaquah|WA|Washington|King
Rosenberg|TX|Texas|Fort Bend
Chelsea|MA|Massachusetts|Suffolk
Lakewood Ranch|FL|Florida|Manatee
Carol Stream|IL|Illinois|DuPage
Aventura|FL|Florida|Miami-Dade
West Fargo|ND|North Dakota|Cass
Bettendorf|IA|Iowa|Scott
Park Ridge|IL|Illinois|Cook
Greer|SC|South Carolina|Greenville
Quincy|IL|Illinois|Adams
Grants Pass|OR|Oregon|Josephine
Parkland|WA|Washington|Pierce
Royal Palm Beach|FL|Florida|Palm Beach
Warren|OH|Ohio|Trumbull
Streamwood|IL|Illinois|Cook
Roy|UT|Utah|Weber
Keizer|OR|Oregon|Marion
Owasso|OK|Oklahoma|Tulsa
Navarre|FL|Florida|Santa Rosa
Peachtree City|GA|Georgia|Fayette
Menomonee Falls|WI|Wisconsin|Waukesha
La Vergne|TN|Tennessee|Rutherford
Prattville|AL|Alabama|Autauga
Valrico|FL|Florida|Hillsborough
San Gabriel|CA|California|Los Angeles
Clinton|MD|Maryland|Prince George's
Vestavia Hills|AL|Alabama|Jefferson
Bell Gardens|CA|California|Los Angeles
Security-Widefield|CO|Colorado|El Paso
Stanton|CA|California|Orange
Westerville|OH|Ohio|Franklin
Wheeling|IL|Illinois|Cook
Atlantic City|NJ|New Jersey|Atlantic
Phenix City|AL|Alabama|Russell
Calexico|CA|California|Imperial
Winter Springs|FL|Florida|Seminole
Urbana|IL|Illinois|Champaign
Mechanicsville|VA|Virginia|Hanover
La Quinta|CA|California|Riverside
East Point|GA|Georgia|Fulton
Georgetown|KY|Kentucky|Scott
Clovis|NM|New Mexico|Curry
Riviera Beach|FL|Florida|Palm Beach
Hot Springs|AR|Arkansas|Garland
Sun City|AZ|Arizona|Maricopa
Adelanto|CA|California|San Bernardino
Northglenn|CO|Colorado|Adams
Portage|IN|Indiana|Porter
Holyoke|MA|Massachusetts|Hampden
Lewiston|ME|Maine|Androscoggin
Tupelo|MS|Mississippi|Lee
Montclair|CA|California|San Bernardino
Hilton Head Island|SC|South Carolina|Beaufort
Winchester|NV|Nevada|Clark
Rome|GA|Georgia|Floyd
Central Islip|NY|New York|Suffolk
Fuquay-Varina|NC|North Carolina|Wake
Evans|GA|Georgia|Columbia
New Albany|IN|Indiana|Floyd
Bartlesville|OK|Oklahoma|Washington
Monrovia|CA|California|Los Angeles
Pleasant Grove|UT|Utah|Utah
Carpentersville|IL|Illinois|Kane
Pacifica|CA|California|San Mateo
South Miami Heights|FL|Florida|Miami-Dade
Oregon City|OR|Oregon|Clackamas
La Puente|CA|California|Los Angeles
Greenfield|WI|Wisconsin|Milwaukee
Foothill Farms|CA|California|Sacramento
Mission Bend|TX|Texas|Fort Bend
Tooele|UT|Utah|Tooele
Estero|FL|Florida|Lee
Midlothian|TX|Texas|Ellis
Cedar City|UT|Utah|Iron
Leavenworth|KS|Kansas|Leavenworth
Copperas Cove|TX|Texas|Coryell
Kearns|UT|Utah|Salt Lake
Tucker|GA|Georgia|DeKalb
Wildomar|CA|California|Riverside
Martinez|CA|California|Contra Costa
Hanover Park|IL|Illinois|DuPage
Muskogee|OK|Oklahoma|Muskogee
Oakton|VA|Virginia|Fairfax
Rock Island|IL|Illinois|Rock Island
Richfield|MN|Minnesota|Hennepin
La Presa|CA|California|San Diego
South Valley|NM|New Mexico|Bernalillo
Kiryas Joel|NY|New York|Orange
Hilliard|OH|Ohio|Franklin
Beloit|WI|Wisconsin|Rock
Claremont|CA|California|Los Angeles
Oak Creek|WI|Wisconsin|Milwaukee
Sun Prairie|WI|Wisconsin|Dane
Elmont|NY|New York|Nassau
Commack|NY|New York|Suffolk
Merrillville|IN|Indiana|Lake
Upper Arlington|OH|Ohio|Franklin
Woodstock|GA|Georgia|Cherokee
Douglasville|GA|Georgia|Douglas
Farmers Branch|TX|Texas|Dallas
Socorro|TX|Texas|El Paso
La Porte|TX|Texas|Harris
Dunedin|FL|Florida|Pinellas
North Ridgeville|OH|Ohio|Lorain
Olney|MD|Maryland|Montgomery
San Luis|AZ|Arizona|Yuma
Richmond West|FL|Florida|Miami-Dade
Randallstown|MD|Maryland|Baltimore
Moorpark|CA|California|Ventura
Benton|AR|Arkansas|Saline
Kaneohe|HI|Hawaii|Honolulu
Lauderdale Lakes|FL|Florida|Broward
Windsor|CO|Colorado|Weld
Roseville|MN|Minnesota|Ramsey
El Mirage|AZ|Arizona|Maricopa
East Meadow|NY|New York|Nassau
Parkland|FL|Florida|Broward
Plainfield|IN|Indiana|Hendricks
Norristown|PA|Pennsylvania|Montgomery
Inver Grove Heights|MN|Minnesota|Dakota
Marion|OH|Ohio|Marion
Franklin|WI|Wisconsin|Milwaukee
Temple City|CA|California|Los Angeles
Midvale|UT|Utah|Salt Lake
Salisbury|NC|North Carolina|Rowan
Egypt Lake-Leto|FL|Florida|Hillsborough
San Juan|TX|Texas|Hidalgo
Carrollwood|FL|Florida|Hillsborough
Owings Mills|MD|Maryland|Baltimore
Fruit Cove|FL|Florida|St. Johns
Monroe|NC|North Carolina|Union
Richmond|IN|Indiana|Wayne
Cookeville|TN|Tennessee|Putnam
Richmond|KY|Kentucky|Madison
Kendall West|FL|Florida|Miami-Dade
Torrington|CT|Connecticut|Northwest Hills
Stockbridge|GA|Georgia|Henry
Springville|UT|Utah|Utah
Fair Oaks|VA|Virginia|Fairfax
Addison|IL|Illinois|DuPage
Oswego|IL|Illinois|Kendall
Gahanna|OH|Ohio|Franklin
American Fork|UT|Utah|Utah
Brunswick|OH|Ohio|Medina
Hinesville|GA|Georgia|Liberty
Watertown Town|MA|Massachusetts|Middlesex
Calumet City|IL|Illinois|Cook
Orangevale|CA|California|Sacramento
Wildwood|MO|Missouri|St. Louis
Oakville|MO|Missouri|St. Louis
Chillum|MD|Maryland|Prince George's
Redmond|OR|Oregon|Deschutes
Fair Lawn|NJ|New Jersey|Bergen
Mason|OH|Ohio|Warren
West Hollywood|CA|California|Los Angeles
Graham|WA|Washington|Pierce
Golden Glades|FL|Florida|Miami-Dade
Sahuarita|AZ|Arizona|Pima
Prairieville|LA|Louisiana|Ascension
San Juan Capistrano|CA|California|Orange
Pueblo West|CO|Colorado|Pueblo
Timberwood Park|TX|Texas|Bexar
Oildale|CA|California|Kern
Butte|MT|Montana|Silver Bow
University Place|WA|Washington|Pierce
Long Beach|NY|New York|Nassau
Merritt Island|FL|Florida|Brevard
University City|MO|Missouri|St. Louis
Northbrook|IL|Illinois|Cook
Del Rio|TX|Texas|Val Verde
Canton|GA|Georgia|Cherokee
Manhattan Beach|CA|California|Los Angeles
Prosper|TX|Texas|Collin
Manitowoc|WI|Wisconsin|Manitowoc
Fairborn|OH|Ohio|Greene
McMinnville|OR|Oregon|Yamhill
Lewiston|ID|Idaho|Nez Perce
Meridian|MS|Mississippi|Lauderdale
College Park|MD|Maryland|Prince George's
Valparaiso|IN|Indiana|Porter
Goshen|IN|Indiana|Elkhart
Pleasant Hill|CA|California|Contra Costa
Spanaway|WA|Washington|Pierce
Stow|OH|Ohio|Summit
Westmont|CA|California|Los Angeles
Pikesville|MD|Maryland|Baltimore
South Riding|VA|Virginia|Loudoun
Cooper City|FL|Florida|Broward
Montgomery Village|MD|Maryland|Montgomery
Dakota Ridge|CO|Colorado|Jefferson
Lufkin|TX|Texas|Angelina
New City|NY|New York|Rockland
San Dimas|CA|California|Los Angeles
Crown Point|IN|Indiana|Lake
Westlake|OH|Ohio|Cuyahoga
Kearney|NE|Nebraska|Buffalo
Syracuse|UT|Utah|Davis
Eastpointe|MI|Michigan|Macomb
Weatherford|TX|Texas|Parker
Woodridge|IL|Illinois|DuPage
Kingman|AZ|Arizona|Mohave
Leawood|KS|Kansas|Johnson
Cibolo|TX|Texas|Guadalupe
Deer Park|TX|Texas|Harris
Englewood|CO|Colorado|Arapahoe
Walla Walla|WA|Washington|Walla Walla
Statesboro|GA|Georgia|Bulloch
Uniondale|NY|New York|Nassau
Alabaster|AL|Alabama|Shelby
Kennesaw|GA|Georgia|Cobb
Gadsden|AL|Alabama|Etowah
Baldwin|NY|New York|Nassau
Harker Heights|TX|Texas|Bell
Goldsboro|NC|North Carolina|Wayne
Ken Caryl|CO|Colorado|Jefferson
Petersburg|VA|Virginia|Petersburg
Huntington Station|NY|New York|Suffolk
Gillette|WY|Wyoming|Campbell
Chester|PA|Pennsylvania|Delaware
West Little River|FL|Florida|Miami-Dade
Helena|MT|Montana|Lewis and Clark
Bethel Park|PA|Pennsylvania|Allegheny
Martinez|GA|Georgia|Columbia
East Lake|FL|Florida|Pinellas
Spring Valley|NY|New York|Rockland
Cottonwood Heights|UT|Utah|Salt Lake
Cleburne|TX|Texas|Johnson
Foster City|CA|California|San Mateo
Canyon Lake|TX|Texas|Comal
Sherwood|AR|Arkansas|Pulaski
Clearfield|UT|Utah|Davis
Dana Point|CA|California|Orange
Rochester|NH|New Hampshire|Strafford
Glendale Heights|IL|Illinois|DuPage
Kaysville|UT|Utah|Davis
Bell|CA|California|Los Angeles
Andover|MN|Minnesota|Anoka
Brooklyn Center|MN|Minnesota|Hennepin
Desert Hot Springs|CA|California|Riverside
Menlo Park|CA|California|San Mateo
Los Gatos|CA|California|Santa Clara
St. Charles|IL|Illinois|Kane
Pasadena|MD|Maryland|Anne Arundel
Savage|MN|Minnesota|Scott
Lathrop|CA|California|San Joaquin
Goleta|CA|California|Santa Barbara
Des Moines|WA|Washington|King
Garner|NC|North Carolina|Wake
Garfield|NJ|New Jersey|Bergen
Fallbrook|CA|California|San Diego
Florence|KY|Kentucky|Boone
Aiken|SC|South Carolina|Aiken
Buenaventura Lakes|FL|Florida|Osceola
Spring Valley|CA|California|San Diego
Maryville|TN|Tennessee|Blount
Hutto|TX|Texas|Williamson
Long Branch|NJ|New Jersey|Monmouth
Massillon|OH|Ohio|Stark
Wheat Ridge|CO|Colorado|Jefferson
O'Fallon|IL|Illinois|St. Clair
Elk Grove Village|IL|Illinois|Cook
Nacogdoches|TX|Texas|Nacogdoches
Oak Ridge|TN|Tennessee|Anderson
North Olmsted|OH|Ohio|Cuyahoga
Fair Oaks|CA|California|Sacramento
Atwater|CA|California|Merced
Cornelius|NC|North Carolina|Mecklenburg
