City|State short|State full|County|Latitude|Longitude|ZIP codes|Population|Density|Timezone
Elderton|PA|Pennsylvania|Armstrong|40.6945|-79.3421|15774,15736|283|318.8|America/New_York
Elizabethtown|IN|Indiana|Bartholomew|39.1351|-85.8125|47232|283|650.3|America/Indiana/Indianapolis
Shiloh|NJ|New Jersey|Cumberland|39.4595|-75.297|8353|283|90.8|America/New_York
Lead Hill|AR|Arkansas|Boone|36.4137|-92.9067|72644|283|189|America/Chicago
Siloam|GA|Georgia|Greene|33.5367|-83.0812|30665,30642|283|90|America/New_York
Longstreet|LA|Louisiana|De Soto|32.0976|-93.9505|71046,71049,71050|283|53.3|America/Chicago
Newport|IN|Indiana|Vermillion|39.884|-87.4072|47966|283|125.4|America/Indiana/Indianapolis
Snelling|SC|South Carolina|Barnwell|33.2416|-81.4622|29812|283|27.1|America/New_York
Bruce|SD|South Dakota|Brookings|44.4378|-96.8906|57220|283|208.8|America/Chicago
Hop Bottom|PA|Pennsylvania|Susquehanna|41.7053|-75.7674|18824|283|180.4|America/New_York
Buford|SC|South Carolina|Lancaster|34.748|-80.6285|29720|283|47.9|America/New_York
Carrizo|AZ|Arizona|Gila|33.9866|-110.3314|85941|283|12.1|America/Phoenix
Eskdale|WV|West Virginia|Kanawha|38.0909|-81.4471|25075|283|99.4|America/New_York
Sipsey|AL|Alabama|Walker|33.8225|-87.0835|35584,35063,35504|283|227.4|America/Chicago
Walkerville|MI|Michigan|Oceana|43.7143|-86.1259|49459|283|87.9|America/Detroit
Newburg|PA|Pennsylvania|Blair|40.5214|-78.4217|16601|283|705.9|America/New_York
Davy|WV|West Virginia|McDowell|37.4759|-81.6475|24828|282|85.5|America/New_York
Sagaponack|NY|New York|Suffolk|40.9302|-72.2726|11962|282|24.7|America/New_York
Grand Detour|IL|Illinois|Ogle|41.9011|-89.4137|61021|282|93.1|America/Chicago
Waldo|AL|Alabama|Talladega|33.3892|-86.036|35160|282|38.7|America/Chicago
Buffalo|SD|South Dakota|Harding|45.5863|-103.5434|57720|282|196.7|America/Denver
Savannah|OH|Ohio|Ashland|40.9666|-82.3661|44805,44874|282|194.3|America/New_York
Danville|MD|Maryland|Allegany|39.5125|-78.9184|21557|282|95.3|America/New_York
Switz City|IN|Indiana|Greene|39.0348|-87.054|47465|281|322.2|America/Indiana/Indianapolis
Elk City|KS|Kansas|Montgomery|37.2896|-95.9099|67344|281|261.8|America/Chicago
Union|WA|Washington|Mason|47.3475|-123.0951|98592|281|66.8|America/Los_Angeles
Sandy Creek|NC|North Carolina|Brunswick|34.2799|-78.1531|28451|281|75.5|America/New_York
Oak Island|TX|Texas|Chambers|29.6628|-94.6883|77514|281|90.3|America/Chicago
Bee|NE|Nebraska|Seward|41.0064|-97.0583|68314|281|148.8|America/Chicago
Stanley|ID|Idaho|Custer|44.2154|-114.9364|83278|281|200|America/Boise
Mulhall|OK|Oklahoma|Payne|36.0913|-97.361|73073,73063|281|133.4|America/Chicago
Jackson|NE|Nebraska|Dakota|42.4507|-96.5787|68743|281|240.9|America/Chicago
Middle River|MN|Minnesota|Marshall|48.4349|-96.1617|56737|281|218.2|America/Chicago
Agricola|MS|Mississippi|George|30.812|-88.5224|39452|281|72.5|America/Chicago
Georgetown|MS|Mississippi|Copiah|31.8698|-90.1648|39078|281|161.3|America/Chicago
Cuylerville|NY|New York|Livingston|42.7778|-77.8737|14481|281|257.4|America/New_York
Hartsville|IN|Indiana|Bartholomew|39.2669|-85.6991|47244|281|276.9|America/Indiana/Indianapolis
Neilton|WA|Washington|Grays Harbor|47.4031|-123.8782|98552,98566|281|11.2|America/Los_Angeles
Fayetteville|OH|Ohio|Brown|39.1854|-83.9319|45118|281|229.6|America/New_York
Menifee|AR|Arkansas|Conway|35.1493|-92.5544|72127,72107|281|47.9|America/Chicago
North Robinson|OH|Ohio|Crawford|40.7924|-82.8568|44856,44827|281|191.1|America/New_York
Oil Trough|AR|Arkansas|Independence|35.6292|-91.4612|72564|281|391.8|America/Chicago
Hepzibah|WV|West Virginia|Harrison|39.3309|-80.3341|26369|281|117.6|America/New_York
Pleasant View|KY|Kentucky|Whitley|36.6782|-84.1284|40769|281|137.4|America/New_York
Edenborn|PA|Pennsylvania|Fayette|39.8821|-79.8877|15458|281|280.4|America/New_York
Forest|IN|Indiana|Clinton|40.3736|-86.3328|46039|281|244|America/Indiana/Indianapolis
Forestville|PA|Pennsylvania|Butler|41.1046|-80.0042|16038,16035,16057|280|114.6|America/New_York
Jenera|OH|Ohio|Hancock|40.8995|-83.727|45841|280|121.3|America/New_York
Catawba|OH|Ohio|Clark|39.9996|-83.6219|43010|280|160.6|America/New_York
Boykin|AL|Alabama|Wilcox|32.0696|-87.2915|36723|280|38.7|America/Chicago
Eureka|TX|Texas|Navarro|32.012|-96.2856|75109|280|45.2|America/Chicago
Spangle|WA|Washington|Spokane|47.4299|-117.3812|99031|280|413.2|America/Los_Angeles
Plevna|MT|Montana|Fallon|46.4184|-104.5186|59344|280|183.4|America/Denver
Bakerhill|AL|Alabama|Barbour|31.7769|-85.2955|36027|280|39.3|America/Chicago
Georgetown|LA|Louisiana|Grant|31.7597|-92.3821|71432|280|83.2|America/Chicago
Ben Lomond|AR|Arkansas|Sevier|33.8335|-94.1177|71823,71846|280|27.6|America/Chicago
Baileys Harbor|WI|Wisconsin|Door|45.0659|-87.133|54202|280|64.1|America/Chicago
Jefferson|PA|Pennsylvania|Greene|39.9304|-80.0577|15344|280|313.2|America/New_York
Coalton|IL|Illinois|Montgomery|39.2848|-89.303|62075|280|182.4|America/Chicago
Rentz|GA|Georgia|Laurens|32.3835|-82.9917|31075|280|103|America/New_York
Chilhowee|MO|Missouri|Johnson|38.5885|-93.8559|64733|280|320.7|America/Chicago
El Adobe|CA|California|Kern|35.2451|-118.9589|93307|280|107.9|America/Los_Angeles
Macks Creek|MO|Missouri|Camden|37.9639|-92.9682|65786|280|56|America/Chicago
Barnum|IA|Iowa|Webster|42.5062|-94.3657|50518|279|173.3|America/Chicago
Channing|TX|Texas|Hartley|35.6819|-102.3322|79018|279|108.6|America/Chicago
Crumpler|WV|West Virginia|McDowell|37.4262|-81.3313|24868|279|71.8|America/New_York
Chain of Rocks|MO|Missouri|Lincoln|38.9155|-90.802|63369|279|131.1|America/Chicago
Cloverland|IN|Indiana|Clay|39.5014|-87.2314|47834|279|182.7|America/Indiana/Indianapolis
Arriba|CO|Colorado|Lincoln|39.2843|-103.274|80804|279|215.9|America/Denver
Salisbury Mills|NY|New York|Orange|41.4308|-74.1098|12577|279|216|America/New_York
Babb|MT|Montana|Glacier|48.8777|-113.4408|59411|279|11.4|America/Denver
North Miami|OK|Oklahoma|Ottawa|36.9202|-94.8797|74358,74354|279|338.4|America/Chicago
Nageezi|NM|New Mexico|San Juan|36.2488|-107.7471|87037|279|7.6|America/Denver
Gasconade|MO|Missouri|Gasconade|38.6703|-91.56|65061|279|244.8|America/Chicago
Brainard|NE|Nebraska|Butler|41.1821|-97.0024|68626|279|237.7|America/Chicago
Copemish|MI|Michigan|Manistee|44.4804|-85.9242|49625|279|115.4|America/Detroit
Norway|SC|South Carolina|Orangeburg|33.4503|-81.1266|29113|279|136|America/New_York
Blairsville|IL|Illinois|Williamson|37.8107|-89.1239|62918|279|106.7|America/Chicago
Fairhaven|MN|Minnesota|Stearns|45.3231|-94.204|55382|279|56.5|America/Chicago
Birch Hill|WI|Wisconsin|Ashland|46.5209|-90.5555|54559|279|173.9|America/Chicago
Pablo Pena|TX|Texas|Starr|26.3037|-98.6405|78582|279|1522.2|America/Chicago
Duane Lake|NY|New York|Schenectady|42.7526|-74.1088|12056|279|44.9|America/New_York
Sacate Village|AZ|Arizona|Pinal|33.1416|-111.9811|85121|279|36.3|America/Phoenix
Elim|AK|Alaska|Nome|64.6186|-162.2763|99739|278|40.8|America/Nome
Richville|NY|New York|St. Lawrence|44.4151|-75.3924|13681,13642|278|145.4|America/New_York
Tharptown|PA|Pennsylvania|Northumberland|40.8028|-76.572|17866|278|575|America/New_York
Nichols|WI|Wisconsin|Outagamie|44.5672|-88.4678|54106,54152|278|121.3|America/Chicago
Crook City|SD|South Dakota|Lawrence|44.4381|-103.6434|57793|278|118.3|America/Denver
La Barge|WY|Wyoming|Lincoln|42.2605|-110.1971|83123|278|113.9|America/Denver
Unionville Center|OH|Ohio|Union|40.1367|-83.3416|43077|278|404.1|America/New_York
Rutledge|MN|Minnesota|Pine|46.257|-92.8696|55795|278|36.4|America/Chicago
Leroy|IN|Indiana|Lake|41.36|-87.272|46307|278|105.4|America/Chicago
Fowlerville|NY|New York|Livingston|42.894|-77.8479|14423|278|119.1|America/New_York
Eastville|VA|Virginia|Northampton|37.3511|-75.9417|23310,23347|278|136.5|America/New_York
Homewood at Martinsburg|PA|Pennsylvania|Blair|40.3044|-78.3323|16662|278|1088.7|America/New_York
Carrsville|VA|Virginia|Isle of Wight|36.7088|-76.837|23315,23851|278|33.5|America/New_York
Elco|PA|Pennsylvania|Washington|40.0812|-79.8813|15423,15434|278|168.9|America/New_York
Palominas|AZ|Arizona|Cochise|31.3839|-110.1212|85615|278|55.1|America/Phoenix
Dungannon|VA|Virginia|Scott|36.8285|-82.4681|24245|278|314.3|America/New_York
Truchas|NM|New Mexico|Rio Arriba|36.0338|-105.8095|87578|278|15.5|America/Denver
Acampo|CA|California|San Joaquin|38.1735|-121.2797|95220|278|114.5|America/Los_Angeles
Knollcrest|CT|Connecticut|Western Connecticut|41.5012|-73.4669|6812|277|351.3|America/New_York
Twin Groves|AR|Arkansas|Faulkner|35.3187|-92.4253|72039|277|23.2|America/Chicago
Granville|ND|North Dakota|McHenry|48.2663|-100.8449|58741|277|202.6|America/Chicago
Anaktuvuk Pass|AK|Alaska|North Slope|68.15|-151.7162|99721|277|20.7|America/Anchorage
Lac La Belle|WI|Wisconsin|Waukesha|43.1432|-88.53|53036,53066|277|96.6|America/Chicago
Crosby|MS|Mississippi|Amite|31.2791|-91.063|39633|277|50.5|America/Chicago
Golden|MO|Missouri|Barry|36.5266|-93.6637|65658|277|20.1|America/Chicago
Roseland|NE|Nebraska|Adams|40.4697|-98.5587|68973|277|158.1|America/Chicago
Hoople|ND|North Dakota|Walsh|48.5358|-97.6389|58243|277|197.7|America/Chicago
Dripping Springs|AZ|Arizona|Gila|33.1049|-110.7551|85192|277|15.9|America/Phoenix
Westville|FL|Florida|Holmes|30.7697|-85.8465|32464|277|14.8|America/Chicago
Lake Angelus|MI|Michigan|Oakland|42.6921|-83.3216|48326|277|108.6|America/Detroit
Callaghan|VA|Virginia|Alleghany|37.8112|-80.0871|24426|277|70.6|America/New_York
White Shield|ND|North Dakota|McLean|47.6601|-101.8436|58775,58540|277|28.2|America/Chicago
Peacham|VT|Vermont|Caledonia|44.3296|-72.1725|5862|277|69.4|America/New_York
Geneva|IN|Indiana|Shelby|39.3912|-85.7175|47234|276|73.5|America/Indiana/Indianapolis
Alpine Northwest|WY|Wyoming|Lincoln|43.1817|-111.0347|83128|276|89.9|America/Denver
Pukwana|SD|South Dakota|Brule|43.7792|-99.1843|57370|276|139|America/Chicago
Stovall|NC|North Carolina|Granville|36.4476|-78.5689|27582,27565|276|83.4|America/New_York
Fairfield|NC|North Carolina|Hyde|35.5471|-76.2261|27826|276|15.1|America/New_York
Cunningham|KY|Kentucky|Carlisle|36.9081|-88.8869|42035,42023|276|101.6|America/Chicago
Mitiwanga|OH|Ohio|Erie|41.3813|-82.466|44839|276|252.1|America/New_York
Coaldale|CO|Colorado|Fremont|38.3558|-105.8131|81222|276|3.4|America/Denver
Allen|KS|Kansas|Lyon|38.655|-96.1697|66833|276|193.8|America/Chicago
Welch|TX|Texas|Dawson|32.9306|-102.1256|79377|276|73|America/Chicago
Alonzaville|VA|Virginia|Shenandoah|38.9287|-78.5464|22664|276|120.9|America/New_York
Kanauga|OH|Ohio|Gallia|38.8411|-82.1495|45631|276|235.5|America/New_York
Dakota|MN|Minnesota|Winona|43.9106|-91.3605|55925|276|192.4|America/Chicago
Thor|IA|Iowa|Humboldt|42.6881|-94.0496|50591|276|107.1|America/Chicago
Camargito|TX|Texas|Starr|26.3451|-98.7387|78582|276|529.3|America/Chicago
Iliff|CO|Colorado|Logan|40.7592|-103.0661|80736|276|198.9|America/Denver
Imperial|TX|Texas|Pecos|31.2668|-102.6947|79743|276|25.2|America/Chicago
Hanover|NM|New Mexico|Grant|32.8149|-108.0897|88041|276|76.3|America/Denver
Montrose|IL|Illinois|Effingham|39.166|-88.3781|62445|276|167.3|America/Chicago
Omaha|IL|Illinois|Gallatin|37.8901|-88.3053|62871|276|143.1|America/Chicago
Bessie|OK|Oklahoma|Washita|35.3854|-98.9892|73622|275|205|America/Chicago
Burleigh|NJ|New Jersey|Cape May|39.049|-74.8465|8210|275|69.7|America/New_York
Soham|NM|New Mexico|San Miguel|35.4168|-105.4985|87565|275|68.6|America/Denver
Alsace Manor|PA|Pennsylvania|Berks|40.3973|-75.8548|19522,19560|275|489.5|America/New_York
Pottawattamie Park|IN|Indiana|LaPorte|41.7233|-86.8671|46360|275|368.8|America/Chicago
Tehuacana|TX|Texas|Limestone|31.7411|-96.5436|76686|275|67.3|America/Chicago
Prescott|KS|Kansas|Linn|38.063|-94.6929|66767|275|326|America/Chicago
Leesburg|NJ|New Jersey|Cumberland|39.2593|-74.9849|8327|275|60.3|America/New_York
Indiahoma|OK|Oklahoma|Comanche|34.6197|-98.7522|73552|275|386.1|America/Chicago
Tonalea|AZ|Arizona|Coconino|36.3218|-110.9667|86044|275|10.7|America/Denver
New Munich|MN|Minnesota|Stearns|45.6309|-94.7525|56356,56352|275|199.4|America/Chicago
Tarsney Lakes|MO|Missouri|Jackson|38.9506|-94.205|64075|275|138.1|America/Chicago
Durbin|WV|West Virginia|Pocahontas|38.5471|-79.8278|26264,24920|275|177|America/New_York
Menominee|IL|Illinois|Jo Daviess|42.4747|-90.5429|61025|275|55.5|America/Chicago
Parkdale|OR|Oregon|Hood River|45.5131|-121.5921|97041|275|169.6|America/Los_Angeles
Pine Point|MN|Minnesota|Becker|46.9889|-95.3883|56575|275|29.5|America/Chicago
Toaville|PR|Puerto Rico|Toa Baja|18.4438|-66.2431|949|275|409.7|America/Puerto_Rico
Wells Bridge|NY|New York|Otsego|42.3712|-75.2432|13859,13825|275|117.4|America/New_York
Stout|IA|Iowa|Grundy|42.527|-92.7115|50673,50665|274|186.9|America/Chicago
Vergennes|IL|Illinois|Jackson|37.9012|-89.3398|62994|274|331.5|America/Chicago
Crandall|IN|Indiana|Harrison|38.2883|-86.0659|47114|274|218.2|America/Kentucky/Louisville
Lodoga|CA|California|Colusa|39.3041|-122.5058|95979|274|31.2|America/Los_Angeles
Glenford|OH|Ohio|Perry|39.8863|-82.3201|43739|274|251.1|America/New_York
Wolbach|NE|Nebraska|Greeley|41.4013|-98.394|68882|274|154.2|America/Chicago
St. Regis Falls|NY|New York|Franklin|44.6764|-74.5309|12980|274|81.9|America/New_York
Bradshaw|WV|West Virginia|McDowell|37.3534|-81.8012|24817|274|136.7|America/New_York
St. Maurice|LA|Louisiana|Winn|31.7613|-92.9389|71457,71454,71471|274|15.9|America/Chicago
Cleghorn|IA|Iowa|Cherokee|42.8124|-95.7127|51014|274|268.3|America/Chicago
Louviers|CO|Colorado|Douglas|39.4799|-105.0033|80125,80131|274|66.9|America/Denver
Augusta|MO|Missouri|St. Charles|38.5695|-90.8812|63332|274|119|America/Chicago
Chester|NE|Nebraska|Thayer|40.0101|-97.6181|68327|274|180.7|America/Chicago
Glenbrook|NV|Nevada|Douglas|39.0986|-119.9341|89413|274|27.9|America/Los_Angeles
Neskowin|OR|Oregon|Tillamook|45.1208|-123.9766|97149|274|76.1|America/Los_Angeles
Edmore|ND|North Dakota|Ramsey|48.4124|-98.4536|58330|274|255.5|America/Chicago
Rocky Ridge|OH|Ohio|Ottawa|41.531|-83.2126|43458|274|105.6|America/New_York
Bentonia|MS|Mississippi|Yazoo|32.6437|-90.3692|39040|274|74.3|America/Chicago
Spring Lake|FL|Florida|Hernando|28.4952|-82.3017|34601,34602|274|31.8|America/New_York
Repton|AL|Alabama|Conecuh|31.4096|-87.2394|36475|274|110.5|America/Chicago
Lenapah|OK|Oklahoma|Nowata|36.8514|-95.6357|74042|274|257|America/Chicago
Olsburg|KS|Kansas|Pottawatomie|39.432|-96.6158|66520|274|231.5|America/Chicago
Pollock|SD|South Dakota|Campbell|45.9005|-100.2885|57648|274|226.7|America/Chicago
Darrouzett|TX|Texas|Lipscomb|36.4447|-100.3258|79024|274|208.1|America/Chicago
Becenti|NM|New Mexico|McKinley|35.8123|-108.1708|87313|274|112.8|America/Denver
Glenmont|OH|Ohio|Holmes|40.519|-82.0925|44628|273|333.6|America/New_York
St. Marks|FL|Florida|Wakulla|30.1656|-84.2078|32355|273|53.8|America/New_York
Tallulah Falls|GA|Georgia|Habersham|34.7263|-83.3826|30523,30573,30552|273|12.8|America/New_York
Wilton|AR|Arkansas|Little River|33.7388|-94.148|71822,71865|273|82.4|America/Chicago
Amherst|NE|Nebraska|Buffalo|40.8383|-99.2696|68812|273|352.6|America/Chicago
Akiak|AK|Alaska|Bethel|60.9061|-161.2122|99552|273|49.1|America/Anchorage
North Clarendon|VT|Vermont|Rutland|43.5722|-72.9667|05701,05759|273|79|America/New_York
Moscow|MD|Maryland|Allegany|39.5393|-79.0082|21521|273|94.5|America/New_York
Bluejacket|OK|Oklahoma|Craig|36.8003|-95.074|74333|273|242.3|America/Chicago
Russellville|SC|South Carolina|Berkeley|33.397|-79.9637|29479,29476|273|28.1|America/New_York
Deer Creek|MN|Minnesota|Otter Tail|46.3909|-95.3217|56527|273|26.3|America/Chicago
Clear Creek|CA|California|Lassen|40.3023|-121.0531|96137|273|93|America/Los_Angeles
Patterson|AR|Arkansas|Woodruff|35.259|-91.235|72123,72101|273|93.2|America/Chicago
Riverland|MN|Minnesota|Mahnomen|47.3228|-95.9512|56557|273|315.8|America/Chicago
New Columbus|PA|Pennsylvania|Luzerne|41.1732|-76.2868|17878|273|34|America/New_York
Nordic|WY|Wyoming|Lincoln|43.0793|-110.9913|83118|273|20.9|America/Denver
Universal|IN|Indiana|Vermillion|39.6226|-87.4554|47842,47884|273|378.2|America/Indiana/Indianapolis
Bennett|NC|North Carolina|Chatham|35.5664|-79.54|27208|273|33|America/New_York
Manor Creek|KY|Kentucky|Jefferson|38.2981|-85.5873|40241|273|1384.9|America/New_York
Creola|LA|Louisiana|Grant|31.43|-92.4829|71423|273|256.9|America/Chicago
Harpster|OH|Ohio|Wyandot|40.7384|-83.2502|43323|273|53.5|America/New_York
Central|AZ|Arizona|Graham|32.8692|-109.7908|85531,85543|273|62.9|America/Phoenix
Bowers|DE|Delaware|Kent|39.0602|-75.402|19946|273|306.8|America/New_York
Newtonia|MO|Missouri|Newton|36.8794|-94.1836|64866,64853|273|101.6|America/Chicago
Gallina|NM|New Mexico|Rio Arriba|36.2295|-106.8205|87017|273|16.7|America/Denver
Snover|MI|Michigan|Sanilac|43.4564|-82.9684|48472|273|30.9|America/Detroit
Watersmeet|MI|Michigan|Gogebic|46.2872|-89.1937|49969|273|11.5|America/Menominee
Wedgewood|MI|Michigan|Wexford|44.1937|-85.4902|49601|273|169.1|America/Detroit
Terral|OK|Oklahoma|Jefferson|33.8966|-97.9383|73569|273|247.5|America/Chicago
Santo|TX|Texas|Palo Pinto|32.6056|-98.2138|76472|272|87.2|America/Chicago
Hoskins|NE|Nebraska|Wayne|42.1126|-97.3045|68740|272|356|America/Chicago
Hall Summit|LA|Louisiana|Red River|32.1768|-93.3055|71034|272|62.8|America/Chicago
Toronto|SD|South Dakota|Deuel|44.5724|-96.6414|57268|272|98.4|America/Chicago
Cuyuna|MN|Minnesota|Crow Wing|46.5115|-93.9264|56444|272|32.5|America/Chicago
Wallace|NE|Nebraska|Lincoln|40.8376|-101.1645|69169|272|147.6|America/Chicago
Keyport|WA|Washington|Kitsap|47.6999|-122.624|98345|272|210|America/Los_Angeles
Rossburg|OH|Ohio|Darke|40.2801|-84.6383|45362|272|280.2|America/New_York
Clarksburg|MO|Missouri|Moniteau|38.6611|-92.666|65025|272|182|America/Chicago
Keene|KY|Kentucky|Jessamine|37.9431|-84.6411|40339|272|85.9|America/New_York
Kilbourne|IL|Illinois|Mason|40.1519|-90.0115|62655|272|118.1|America/Chicago
Foxburg|PA|Pennsylvania|Clarion|41.1459|-79.6802|16036|272|173.6|America/New_York
Jaconita|NM|New Mexico|Santa Fe|35.8857|-106.0611|87506|272|155.9|America/Denver
Fertile|IA|Iowa|Worth|43.2623|-93.4232|50434|272|111.6|America/Chicago
Ghent|KY|Kentucky|Carroll|38.734|-85.0614|41045|272|147.7|America/New_York
Horn Hill|AL|Alabama|Covington|31.2382|-86.3211|36467|272|41.1|America/Chicago
Zena|OK|Oklahoma|Delaware|36.5084|-94.8481|74346|272|22|America/Chicago
Bluebell|UT|Utah|Duchesne|40.3576|-110.2232|84001,84007|272|10.8|America/Denver
Lauderdale|MS|Mississippi|Lauderdale|32.5104|-88.5264|39335|271|36.6|America/Chicago
Geiger|AL|Alabama|Sumter|32.8696|-88.3133|35459|271|110.7|America/Chicago
Northfork|WV|West Virginia|McDowell|37.4196|-81.4274|24868|271|108.6|America/New_York
Ripley|OK|Oklahoma|Payne|36.0158|-96.9039|74062|271|220.9|America/Chicago
Bear Creek|WI|Wisconsin|Outagamie|44.5313|-88.7275|54922|271|113.5|America/Chicago
Marathon|TX|Texas|Brewster|30.2157|-103.2433|79842|271|19.9|America/Chicago
Creighton|MO|Missouri|Cass|38.4966|-94.0721|64739|271|521.4|America/Chicago
Campbell|NE|Nebraska|Franklin|40.2963|-98.7316|68932|271|253.2|America/Chicago
Captree|NY|New York|Suffolk|40.6449|-73.2575|11702|271|64.7|America/New_York
Irondale|OH|Ohio|Jefferson|40.5728|-80.7259|43932|271|72.2|America/New_York
Hunter|ND|North Dakota|Cass|47.1904|-97.2131|58048|271|70|America/Chicago
Grygla|MN|Minnesota|Marshall|48.2996|-95.6238|56727|271|181.1|America/Chicago
Blue Springs|MS|Mississippi|Union|34.3922|-88.8779|38828|271|23.4|America/Chicago
Condon|MT|Montana|Missoula|47.5225|-113.6987|59826|271|4.9|America/Denver
St. Thomas|MO|Missouri|Cole|38.367|-92.216|65076|271|106.9|America/Chicago
Linndale|OH|Ohio|Cuyahoga|41.445|-81.7665|44135,44111|271|603.3|America/New_York
Arcadia|KS|Kansas|Crawford|37.6412|-94.624|66711|271|243.7|America/Chicago
Perrin|TX|Texas|Jack|33.0348|-98.0693|76486|271|65.9|America/Chicago
Tower|MI|Michigan|Cheboygan|45.3543|-84.2976|49765|271|192.7|America/Detroit
Summers|AR|Arkansas|Washington|35.9834|-94.4866|72769,72744|271|42.9|America/Chicago
Fairview|VA|Virginia|Mecklenburg|36.8292|-78.4653|23924|271|98.3|America/New_York
Soldier Creek|SD|South Dakota|Todd|43.3237|-100.8883|57555|271|8.6|America/Chicago
Pleasure Bend|LA|Louisiana|St. John the Baptist|29.9205|-90.646|70090|271|24.9|America/Chicago
Ramer|TN|Tennessee|McNairy|35.0718|-88.6147|38367|271|58.4|America/Chicago
Paisley|OR|Oregon|Lake|42.6926|-120.5452|97636|271|249.3|America/Los_Angeles
Keller|VA|Virginia|Accomack|37.6211|-75.7644|23401,23410|271|167.3|America/New_York
Kampsville|IL|Illinois|Calhoun|39.2971|-90.6127|62053|270|102.2|America/Chicago
Kellerton|IA|Iowa|Ringgold|40.7103|-94.0501|50133|270|161.5|America/Chicago
Monterey|IN|Indiana|Pulaski|41.156|-86.4821|46960|270|148.9|America/Indiana/Winamac
Corwith|IA|Iowa|Hancock|42.9889|-93.9582|50430|270|72|America/Chicago
Ladora|IA|Iowa|Iowa|41.7557|-92.1859|52251|270|300.6|America/Chicago
Industry|TX|Texas|Austin|29.9715|-96.4992|78944|270|97.7|America/Chicago
Spillertown|IL|Illinois|Williamson|37.7646|-88.9204|62959|270|158.6|America/Chicago
Daisytown|PA|Pennsylvania|Cambria|40.3201|-78.9035|15902|270|331.4|America/New_York
Mount Carmel|FL|Florida|Santa Rosa|30.9868|-87.121|32565|270|19.7|America/Chicago
Reserve|WI|Wisconsin|Sawyer|45.8337|-91.3545|54876,54828|270|2|America/Chicago
Kremlin|OK|Oklahoma|Garfield|36.5467|-97.8321|73753|270|293.5|America/Chicago
Fulton|IN|Indiana|Fulton|40.9463|-86.2642|46975,46931|270|496.1|America/Indiana/Indianapolis
