City|State short|State full|County|City alias
Owensboro|KY|Kentucky|Daviess|Owensboro
Napa|CA|California|Napa|Napa
New Rochelle|NY|New York|Westchester|New Rochelle
Alhambra|CA|California|Los Angeles|Alhambra
Cheyenne|WY|Wyoming|Laramie|Cheyenne
Miami Beach|FL|Florida|Miami-Dade|Miami Beach
Wenatchee|WA|Washington|Chelan|Wenatchee
Jackson|MI|Michigan|Jackson|Jackson
Lehi|UT|Utah|Utah|Lehi
Anderson|IN|Indiana|Madison|Anderson
Homestead|FL|Florida|Miami-Dade|Homestead
Florence|AL|Alabama|Lauderdale|Florence
Rancho Cordova|CA|California|Sacramento|Rancho Cordova
Morgantown|WV|West Virginia|Monongalia|Morgantown
Boynton Beach|FL|Florida|Palm Beach|Boynton Beach
Somerville|MA|Massachusetts|Middlesex|Somerville
North Port|FL|Florida|Sarasota|North Port
Lakewood|CA|California|Los Angeles|Lakewood
Salisbury|MD|Maryland|Wicomico|Salisbury
South Jordan|UT|Utah|Salt Lake|South Jordan
Parma|OH|Ohio|Cuyahoga|Parma
Pharr|TX|Texas|Hidalgo|Pharr
State College|PA|Pennsylvania|Centre|State College
Plymouth|MN|Minnesota|Hennepin|Plymouth
Turlock|CA|California|Stanislaus|Turlock
Davis|CA|California|Yolo|Davis
Perris|CA|California|Riverside|Perris
Jonesboro|AR|Arkansas|Craighead|Jonesboro
Tustin|CA|California|Orange|Tustin
Terre Haute|IN|Indiana|Vigo|Terre Haute
Upland|CA|California|San Bernardino|Upland
Georgetown|TX|Texas|Williamson|Georgetown
Texarkana|TX|Texas|Bowie|Texarkana
Kendall|FL|Florida|Miami-Dade|Kendall
Pasco|WA|Washington|Franklin|Pasco
Milpitas|CA|California|Santa Clara|Milpitas
Carmichael|CA|California|Sacramento|Carmichael
Chino Hills|CA|California|San Bernardino|Chino Hills
Flower Mound|TX|Texas|Denton|Flower Mound
Flagstaff|AZ|Arizona|Coconino|Flagstaff
Alton|IL|Illinois|Madison|Alton
Pleasanton|CA|California|Alameda|Pleasanton
Cedar Park|TX|Texas|Williamson|Cedar Park
Bellflower|CA|California|Los Angeles|Bellflower
Loveland|CO|Colorado|Larimer|Loveland
Mansfield|OH|Ohio|Richland|Mansfield
Hammond|IN|Indiana|Lake|Hammond
Bethlehem|PA|Pennsylvania|Northampton|Bethlehem
Woodbury|MN|Minnesota|Washington|Woodbury
Alameda|CA|California|Alameda|Alameda
Wyoming|MI|Michigan|Kent|Wyoming
Schaumburg|IL|Illinois|Cook|Schaumburg
Castle Rock|CO|Colorado|Douglas|Castle Rock
Evanston|IL|Illinois|Cook|Evanston
Doral|FL|Florida|Miami-Dade|Doral
St. Joseph|MO|Missouri|Buchanan|St. Joseph
Valdosta|GA|Georgia|Lowndes|Valdosta
Wausau|WI|Wisconsin|Marathon|Wausau
Pocatello|ID|Idaho|Bannock|Pocatello
Elizabethtown|KY|Kentucky|Hardin|Elizabethtown
Anniston|AL|Alabama|Calhoun|Anniston
Arlington Heights|IL|Illinois|Cook|Arlington Heights
Rochester Hills|MI|Michigan|Oakland|Rochester Hills
Southfield|MI|Michigan|Oakland|Southfield
Daytona Beach|FL|Florida|Volusia|Daytona Beach
Pittsburg|CA|California|Contra Costa|Pittsburg
Oshkosh|WI|Wisconsin|Winnebago|Oshkosh
Redmond|WA|Washington|King|Redmond
Saratoga Springs|NY|New York|Saratoga|Saratoga Springs
Apple Valley|CA|California|San Bernardino|Apple Valley
Mansfield|TX|Texas|Tarrant|Mansfield
Pawtucket|RI|Rhode Island|Providence|Pawtucket
Missouri City|TX|Texas|Fort Bend|Missouri City
Broomfield|CO|Colorado|Broomfield|Broomfield
Janesville|WI|Wisconsin|Rock|Janesville
San Marcos|TX|Texas|Hays|San Marcos
Camarillo|CA|California|Ventura|Camarillo
Jackson|TN|Tennessee|Madison|Jackson
Dothan|AL|Alabama|Houston|Dothan
Sherman|TX|Texas|Grayson|Sherman
Lauderhill|FL|Florida|Broward|Lauderhill
Harrisonburg|VA|Virginia|Harrisonburg|Harrisonburg
Bolingbrook|IL|Illinois|Will|Bolingbrook
Ellicott City|MD|Maryland|Howard|Ellicott City
Alexandria|LA|Louisiana|Rapides|Alexandria
Battle Creek|MI|Michigan|Calhoun|Battle Creek
New Britain|CT|Connecticut|Capitol|New Britain
Sheboygan|WI|Wisconsin|Sheboygan|Sheboygan
Brunswick|GA|Georgia|Glynn|Brunswick
Altoona|PA|Pennsylvania|Blair|Altoona
Lodi|CA|California|San Joaquin|Lodi
Redlands|CA|California|San Bernardino|Redlands
Caguas|PR|Puerto Rico|Caguas|Caguas
Dale City|VA|Virginia|Prince William|Dale City
Glen Burnie|MD|Maryland|Anne Arundel|Glen Burnie
Mount Vernon|NY|New York|Westchester|Mount Vernon
Lakeville|MN|Minnesota|Dakota|Lakeville
Dover|NH|New Hampshire|Strafford|Dover
Lebanon|PA|Pennsylvania|Lebanon|Lebanon
Rocklin|CA|California|Placer|Rocklin
Framingham|MA|Massachusetts|Middlesex|Framingham
Wesley Chapel|FL|Florida|Pasco|Wesley Chapel
Noblesville|IN|Indiana|Hamilton|Noblesville
Tamarac|FL|Florida|Broward|Tamarac
Centreville|VA|Virginia|Fairfax|Centreville
Poinciana|FL|Florida|Polk|Poinciana
Fairbanks|AK|Alaska|Fairbanks North Star|Fairbanks
Lake Elsinore|CA|California|Riverside|Lake Elsinore
Camden|NJ|New Jersey|Camden|Camden
Rogers|AR|Arkansas|Benton|Rogers
Blaine|MN|Minnesota|Anoka|Blaine
Wilmington|DE|Delaware|New Castle|Wilmington
St. Charles|MO|Missouri|St. Charles|St. Charles
Blacksburg|VA|Virginia|Montgomery|Blacksburg
Waukesha|WI|Wisconsin|Waukesha|Waukesha
Casas Adobes|AZ|Arizona|Pima|Casas Adobes
Baldwin Park|CA|California|Los Angeles|Baldwin Park
Cleveland|TN|Tennessee|Bradley|Cleveland
Dublin|CA|California|Alameda|Dublin
Ankeny|IA|Iowa|Polk|Ankeny
Maple Grove|MN|Minnesota|Hennepin|Maple Grove
Bayonne|NJ|New Jersey|Hudson|Bayonne
North Richland Hills|TX|Texas|Tarrant|North Richland Hills
Eastvale|CA|California|Riverside|Eastvale
Guaynabo|PR|Puerto Rico|Guaynabo|Guaynabo
Glens Falls|NY|New York|Warren|Glens Falls
Longview|WA|Washington|Cowlitz|Longview
Tulare|CA|California|Tulare|Tulare
Conway|AR|Arkansas|Faulkner|Conway
West Des Moines|IA|Iowa|Polk|West Des Moines
Redondo Beach|CA|California|Los Angeles|Redondo Beach
Walnut Creek|CA|California|Contra Costa|Walnut Creek
Passaic|NJ|New Jersey|Passaic|Passaic
Porterville|CA|California|Tulare|Porterville
Maricopa|AZ|Arizona|Pinal|Maricopa
Fajardo|PR|Puerto Rico|Fajardo|Fajardo
Spring Hill|TN|Tennessee|Maury|Spring Hill
Gaithersburg|MD|Maryland|Montgomery|Gaithersburg
El Paso de Robles|CA|California|San Luis Obispo|El Paso de Robles
East Orange|NJ|New Jersey|Essex|East Orange
Sumter|SC|South Carolina|Sumter|Sumter
Grand Forks|ND|North Dakota|Grand Forks|Grand Forks
Bristol|TN|Tennessee|Sullivan|Bristol
Michigan City|IN|Indiana|LaPorte|Michigan City
Gary|IN|Indiana|Lake|Gary
Dubuque|IA|Iowa|Dubuque|Dubuque
Schenectady|NY|New York|Schenectady|Schenectady
Casper|WY|Wyoming|Natrona|Casper
Hanford|CA|California|Kings|Hanford
Shawnee|KS|Kansas|Johnson|Shawnee
South Hill|WA|Washington|Pierce|South Hill
Eagan|MN|Minnesota|Dakota|Eagan
Union City|CA|California|Alameda|Union City
Weston|FL|Florida|Broward|Weston
Kankakee|IL|Illinois|Kankakee|Kankakee
Leander|TX|Texas|Williamson|Leander
Hammond|LA|Louisiana|Tangipahoa|Hammond
Corvallis|OR|Oregon|Benton|Corvallis
Apex|NC|North Carolina|Wake|Apex
Yorba Linda|CA|California|Orange|Yorba Linda
Bethesda|MD|Maryland|Montgomery|Bethesda
Haverhill|MA|Massachusetts|Essex|Haverhill
Palo Alto|CA|California|Santa Clara|Palo Alto
Rockville|MD|Maryland|Montgomery|Rockville
Spring|TX|Texas|Harris|Spring
Delray Beach|FL|Florida|Palm Beach|Delray Beach
Watsonville|CA|California|Santa Cruz|Watsonville
Mount Vernon|WA|Washington|Skagit|Mount Vernon
Palatine|IL|Illinois|Cook|Palatine
Victoria|TX|Texas|Victoria|Victoria
Skokie|IL|Illinois|Cook|Skokie
Morristown|TN|Tennessee|Hamblen|Morristown
Sammamish|WA|Washington|King|Sammamish
Union City|NJ|New Jersey|Hudson|Union City
Queen Creek|AZ|Arizona|Maricopa|Queen Creek
Alpharetta|GA|Georgia|Fulton|Alpharetta
Lima|OH|Ohio|Allen|Lima
Novi|MI|Michigan|Oakland|Novi
Great Falls|MT|Montana|Cascade|Great Falls
Ames|IA|Iowa|Story|Ames
Juana Diaz|PR|Puerto Rico|Juana Díaz|Juana Diaz
Malden|MA|Massachusetts|Middlesex|Malden
Dundalk|MD|Maryland|Baltimore|Dundalk
Albany|OR|Oregon|Linn|Albany
Castro Valley|CA|California|Alameda|Castro Valley
Dalton|GA|Georgia|Whitfield|Dalton
Lynwood|CA|California|Los Angeles|Lynwood
Pflugerville|TX|Texas|Travis|Pflugerville
Sebring|FL|Florida|Highlands|Sebring
Kenner|LA|Louisiana|Jefferson|Kenner
Port Charlotte|FL|Florida|Charlotte|Port Charlotte
Waltham|MA|Massachusetts|Middlesex|Waltham
Commerce City|CO|Colorado|Adams|Commerce City
Brentwood|CA|California|Contra Costa|Brentwood
North Little Rock|AR|Arkansas|Pulaski|North Little Rock
South San Francisco|CA|California|San Mateo|South San Francisco
Bellevue|NE|Nebraska|Sarpy|Bellevue
Burnsville|MN|Minnesota|Dakota|Burnsville
Greenwood|IN|Indiana|Johnson|Greenwood
Rowlett|TX|Texas|Dallas|Rowlett
Laguna Niguel|CA|California|Orange|Laguna Niguel
Bozeman|MT|Montana|Gallatin|Bozeman
Port Orange|FL|Florida|Volusia|Port Orange
Reston|VA|Virginia|Fairfax|Reston
San Clemente|CA|California|Orange|San Clemente
Caldwell|ID|Idaho|Canyon|Caldwell
Coon Rapids|MN|Minnesota|Anoka|Coon Rapids
Millcreek|UT|Utah|Salt Lake|Millcreek
Eden Prairie|MN|Minnesota|Hennepin|Eden Prairie
Parkersburg|WV|West Virginia|Wood|Parkersburg
Hamilton|OH|Ohio|Butler|Hamilton
Moore|OK|Oklahoma|Cleveland|Moore
Lakewood|WA|Washington|Pierce|Lakewood
Bay City|MI|Michigan|Bay|Bay City
Bossier City|LA|Louisiana|Bossier|Bossier City
Council Bluffs|IA|Iowa|Pottawattamie|Council Bluffs
Huntersville|NC|North Carolina|Mecklenburg|Huntersville
Taylor|MI|Michigan|Wayne|Taylor
Hendersonville|TN|Tennessee|Sumner|Hendersonville
Sanford|FL|Florida|Seminole|Sanford
La Habra|CA|California|Orange|La Habra
Horizon West|FL|Florida|Orange|Horizon West
Dearborn Heights|MI|Michigan|Wayne|Dearborn Heights
St. Cloud|FL|Florida|Osceola|St. Cloud
Pontiac|MI|Michigan|Oakland|Pontiac
Richland|WA|Washington|Benton|Richland
Marietta|GA|Georgia|Cobb|Marietta
Florence-Graham|CA|California|Los Angeles|Florence-Graham
Springfield|OR|Oregon|Lane|Springfield
Encinitas|CA|California|San Diego|Encinitas
Wellington|FL|Florida|Palm Beach|Wellington
Palm Harbor|FL|Florida|Pinellas|Palm Harbor
Montebello|CA|California|Los Angeles|Montebello
Woodland|CA|California|Yolo|Woodland
Bristol|CT|Connecticut|Naugatuck Valley|Bristol
Jupiter|FL|Florida|Palm Beach|Jupiter
La Mesa|CA|California|San Diego|La Mesa
Pico Rivera|CA|California|Los Angeles|Pico Rivera
San Rafael|CA|California|Marin|San Rafael
Meriden|CT|Connecticut|South Central Connecticut|Meriden
Euless|TX|Texas|Tarrant|Euless
Parker|CO|Colorado|Douglas|Parker
Revere|MA|Massachusetts|Suffolk|Revere
Stonecrest|GA|Georgia|DeKalb|Stonecrest
Chapel Hill|NC|North Carolina|Orange|Chapel Hill
White Plains|NY|New York|Westchester|White Plains
Gardena|CA|California|Los Angeles|Gardena
Palm Beach Gardens|FL|Florida|Palm Beach|Palm Beach Gardens
Taunton|MA|Massachusetts|Bristol|Taunton
Monterey Park|CA|California|Los Angeles|Monterey Park
West Allis|WI|Wisconsin|Milwaukee|West Allis
Santee|CA|California|San Diego|Santee
North Miami|FL|Florida|Miami-Dade|North Miami
Blue Springs|MO|Missouri|Jackson|Blue Springs
Des Plaines|IL|Illinois|Cook|Des Plaines
Kokomo|IN|Indiana|Howard|Kokomo
Petaluma|CA|California|Sonoma|Petaluma
Shoreline|WA|Washington|King|Shoreline
Medford|MA|Massachusetts|Middlesex|Medford
Taylorsville|UT|Utah|Salt Lake|Taylorsville
Wylie|TX|Texas|Collin|Wylie
Cupertino|CA|California|Santa Clara|Cupertino
The Hammocks|FL|Florida|Miami-Dade|The Hammocks
Margate|FL|Florida|Broward|Margate
Carson City|NV|Nevada|Carson City|Carson City
Hoboken|NJ|New Jersey|Hudson|Hoboken
Madison|AL|Alabama|Madison|Madison
St. Clair Shores|MI|Michigan|Macomb|St. Clair Shores
St. Peters|MO|Missouri|St. Charles|St. Peters
Midwest City|OK|Oklahoma|Oklahoma|Midwest City
Severn|MD|Maryland|Anne Arundel|Severn
Lake Havasu City|AZ|Arizona|Mohave|Lake Havasu City
Lenexa|KS|Kansas|Johnson|Lenexa
Orland Park|IL|Illinois|Cook|Orland Park
Royal Oak|MI|Michigan|Oakland|Royal Oak
Bowie|MD|Maryland|Prince George's|Bowie
Decatur|AL|Alabama|Morgan|Decatur
Bel Air South|MD|Maryland|Harford|Bel Air South
Towson|MD|Maryland|Baltimore|Towson
Casa Grande|AZ|Arizona|Pinal|Casa Grande
Coconut Creek|FL|Florida|Broward|Coconut Creek
Kettering|OH|Ohio|Montgomery|Kettering
Herriman|UT|Utah|Salt Lake|Herriman
Brookhaven|GA|Georgia|DeKalb|Brookhaven
Oak Lawn|IL|Illinois|Cook|Oak Lawn
Lacey|WA|Washington|Thurston|Lacey
Bartlett|TN|Tennessee|Shelby|Bartlett
Highland|CA|California|San Bernardino|Highland
Kannapolis|NC|North Carolina|Cabarrus|Kannapolis
Fountainebleau|FL|Florida|Miami-Dade|Fountainebleau
Fountain Valley|CA|California|Orange|Fountain Valley
Bentonville|AR|Arkansas|Benton|Bentonville
Bradenton|FL|Florida|Manatee|Bradenton
Smyrna|GA|Georgia|Cobb|Smyrna
Sarasota|FL|Florida|Sarasota|Sarasota
Apopka|FL|Florida|Orange|Apopka
National City|CA|California|San Diego|National City
DeSoto|TX|Texas|Dallas|DeSoto
Berwyn|IL|Illinois|Cook|Berwyn
New Brunswick|NJ|New Jersey|Middlesex|New Brunswick
Apple Valley|MN|Minnesota|Dakota|Apple Valley
Mount Prospect|IL|Illinois|Cook|Mount Prospect
Arcadia|CA|California|Los Angeles|Arcadia
Southaven|MS|Mississippi|DeSoto|Southaven
Tigard|OR|Oregon|Washington|Tigard
Perth Amboy|NJ|New Jersey|Middlesex|Perth Amboy
Chicopee|MA|Massachusetts|Hampden|Chicopee
South Whittier|CA|California|Los Angeles|South Whittier
West Haven|CT|Connecticut|South Central Connecticut|West Haven
Smyrna|TN|Tennessee|Rutherford|Smyrna
Tinley Park|IL|Illinois|Cook|Tinley Park
Hacienda Heights|CA|California|Los Angeles|Hacienda Heights
Beaumont|CA|California|Riverside|Beaumont
San Jacinto|CA|California|Riverside|San Jacinto
Plainfield|NJ|New Jersey|Union|Plainfield
West Sacramento|CA|California|Yolo|West Sacramento
Marana|AZ|Arizona|Pima|Marana
Yucaipa|CA|California|San Bernardino|Yucaipa
Peabody|MA|Massachusetts|Essex|Peabody
Rocky Mount|NC|North Carolina|Nash|Rocky Mount
Texas City|TX|Texas|Galveston|Texas City
Kentwood|MI|Michigan|Kent|Kentwood
Manhattan|KS|Kansas|Riley|Manhattan
Colton|CA|California|San Bernardino|Colton
Aspen Hill|MD|Maryland|Montgomery|Aspen Hill
Diamond Bar|CA|California|Los Angeles|Diamond Bar
Huntington Park|CA|California|Los Angeles|Huntington Park
Wheaton|IL|Illinois|DuPage|Wheaton
Pinellas Park|FL|Florida|Pinellas|Pinellas Park
Aloha|OR|Oregon|Washington|Aloha
Oak Park|IL|Illinois|Cook|Oak Park
Minnetonka|MN|Minnesota|Hennepin|Minnetonka
Twin Falls|ID|Idaho|Twin Falls|Twin Falls
Edina|MN|Minnesota|Hennepin|Edina
Westchester|FL|Florida|Miami-Dade|Westchester
Methuen Town|MA|Massachusetts|Essex|Methuen Town
Normal|IL|Illinois|McLean|Normal
Elyria|OH|Ohio|Lorain|Elyria
Grand Island|NE|Nebraska|Hall|Grand Island
Novato|CA|California|Marin|Novato
Paramount|CA|California|Los Angeles|Paramount
Kyle|TX|Texas|Hays|Kyle
Placentia|CA|California|Orange|Placentia
Wheaton|MD|Maryland|Montgomery|Wheaton
Kendale Lakes|FL|Florida|Miami-Dade|Kendale Lakes
Cathedral City|CA|California|Riverside|Cathedral City
Florissant|MO|Missouri|St. Louis|Florissant
Catalina Foothills|AZ|Arizona|Pima|Catalina Foothills
West New York|NJ|New Jersey|Hudson|West New York
Lincoln|CA|California|Placer|Lincoln
Dunwoody|GA|Georgia|DeKalb|Dunwoody
Levittown|NY|New York|Nassau|Levittown
Palm Desert|CA|California|Riverside|Palm Desert
Mooresville|NC|North Carolina|Iredell|Mooresville
Little Elm|TX|Texas|Denton|Little Elm
Glendora|CA|California|Los Angeles|Glendora
Burien|WA|Washington|King|Burien
Aliso Viejo|CA|California|Orange|Aliso Viejo
Summerville|SC|South Carolina|Dorchester|Summerville
Collierville|TN|Tennessee|Shelby|Collierville
Tamiami|FL|Florida|Miami-Dade|Tamiami
Wake Forest|NC|North Carolina|Wake|Wake Forest
Hoffman Estates|IL|Illinois|Cook|Hoffman Estates
Westfield|IN|Indiana|Hamilton|Westfield
Columbus|IN|Indiana|Bartholomew|Columbus
Troy|NY|New York|Rensselaer|Troy
Country Club|FL|Florida|Miami-Dade|Country Club
Burleson|TX|Texas|Johnson|Burleson
East Honolulu|HI|Hawaii|Honolulu|East Honolulu
Levittown|PA|Pennsylvania|Bucks|Levittown
Mishawaka|IN|Indiana|St. Joseph|Mishawaka
Grapevine|TX|Texas|Tarrant|Grapevine
Cuyahoga Falls|OH|Ohio|Summit|Cuyahoga Falls
Delano|CA|California|Kern|Delano
Enid|OK|Oklahoma|Garfield|Enid
Milford city|CT|Connecticut|South Central Connecticut|Milford city
El Dorado Hills|CA|California|El Dorado|El Dorado Hills
Rosemead|CA|California|Los Angeles|Rosemead
McLean|VA|Virginia|Fairfax|McLean
Lakewood|OH|Ohio|Cuyahoga|Lakewood
Jeffersonville|IN|Indiana|Clark|Jeffersonville
Draper|UT|Utah|Salt Lake|Draper
Covina|CA|California|Los Angeles|Covina
Murray|UT|Utah|Salt Lake|Murray
Downers Grove|IL|Illinois|DuPage|Downers Grove
Rockwall|TX|Texas|Rockwall|Rockwall
Chesterfield|MO|Missouri|St. Louis|Chesterfield
St. Louis Park|MN|Minnesota|Hennepin|St. Louis Park
Florin|CA|California|Sacramento|Florin
Cypress|CA|California|Orange|Cypress
Eagle Mountain|UT|Utah|Utah|Eagle Mountain
North Bethesda|MD|Maryland|Montgomery|North Bethesda
Azusa|CA|California|Los Angeles|Azusa
Lawrence|IN|Indiana|Marion|Lawrence
Coral Gables|FL|Florida|Miami-Dade|Coral Gables
Everett|MA|Massachusetts|Middlesex|Everett
Bedford|TX|Texas|Tarrant|Bedford
Antelope|CA|California|Sacramento|Antelope
Dublin|OH|Ohio|Franklin|Dublin
Portage|MI|Michigan|Kalamazoo|Portage
Biloxi|MS|Mississippi|Harrison|Biloxi
Titusville|FL|Florida|Brevard|Titusville
Euclid|OH|Ohio|Cuyahoga|Euclid
Ceres|CA|California|Stanislaus|Ceres
University|FL|Florida|Hillsborough|University
Stillwater|OK|Oklahoma|Payne|Stillwater
Leesburg|VA|Virginia|Loudoun|Leesburg
Bothell|WA|Washington|King|Bothell
Tuckahoe|VA|Virginia|Henrico|Tuckahoe
Cedar Hill|TX|Texas|Dallas|Cedar Hill
Poway|CA|California|San Diego|Poway
Cerritos|CA|California|Los Angeles|Cerritos
Hilo|HI|Hawaii|Hawaii|Hilo
Niagara Falls|NY|New York|Niagara|Niagara Falls
Fort Pierce|FL|Florida|St. Lucie|Fort Pierce
San Luis Obispo|CA|California|San Luis Obispo|San Luis Obispo
Minot|ND|North Dakota|Ward|Minot
North Highlands|CA|California|Sacramento|North Highlands
Ocoee|FL|Florida|Orange|Ocoee
Roswell|NM|New Mexico|Chaves|Roswell
Wilson|NC|North Carolina|Wilson|Wilson
Wauwatosa|WI|Wisconsin|Milwaukee|Wauwatosa
Glenview|IL|Illinois|Cook|Glenview
Middletown|CT|Connecticut|Lower Connecticut River Valley|Middletown
Oro Valley|AZ|Arizona|Pima|Oro Valley
Brea|CA|California|Orange|Brea
Rancho Santa Margarita|CA|California|Orange|Rancho Santa Margarita
Roseville|MI|Michigan|Macomb|Roseville
Mentor|OH|Ohio|Lake|Mentor
Winter Garden|FL|Florida|Orange|Winter Garden
Newark|CA|California|Alameda|Newark
East Providence|RI|Rhode Island|Providence|East Providence
Goose Creek|SC|South Carolina|Berkeley|Goose Creek
La Mirada|CA|California|Los Angeles|La Mirada
Huntsville|TX|Texas|Walker|Huntsville
Rowland Heights|CA|California|Los Angeles|Rowland Heights
Beavercreek|OH|Ohio|Greene|Beavercreek
Los Banos|CA|California|Merced|Los Banos
Prescott|AZ|Arizona|Yavapai|Prescott
Gallatin|TN|Tennessee|Sumner|Gallatin
Olive Branch|MS|Mississippi|DeSoto|Olive Branch
Attleboro|MA|Massachusetts|Bristol|Attleboro
Salina|KS|Kansas|Saline|Salina
Farmington|NM|New Mexico|San Juan|Farmington
Whitney|NV|Nevada|Clark|Whitney
Potomac|MD|Maryland|Montgomery|Potomac
Urbandale|IA|Iowa|Polk|Urbandale
Strongsville|OH|Ohio|Cuyahoga|Strongsville
Pahrump|NV|Nevada|Nye|Pahrump
Hackensack|NJ|New Jersey|Bergen|Hackensack
Wentzville|MO|Missouri|St. Charles|Wentzville
Plainfield|IL|Illinois|Will|Plainfield
Haltom City|TX|Texas|Tarrant|Haltom City
Altamonte Springs|FL|Florida|Seminole|Altamonte Springs
Keller|TX|Texas|Tarrant|Keller
Odenton|MD|Maryland|Anne Arundel|Odenton
Ashburn|VA|Virginia|Loudoun|Ashburn
Elmhurst|IL|Illinois|DuPage|Elmhurst
East Lansing|MI|Michigan|Ingham|East Lansing
Brentwood|TN|Tennessee|Williamson|Brentwood
Sayreville|NJ|New Jersey|Middlesex|Sayreville
Sierra Vista|AZ|Arizona|Cochise|Sierra Vista
Morgan Hill|CA|California|Santa Clara|Morgan Hill
Bountiful|UT|Utah|Davis|Bountiful
Littleton|CO|Colorado|Arapahoe|Littleton
Pearl City|HI|Hawaii|Honolulu|Pearl City
Lake Ridge|VA|Virginia|Prince William|Lake Ridge
Shakopee|MN|Minnesota|Scott|Shakopee
Palm Springs|CA|California|Riverside|Palm Springs
Clermont|FL|Florida|Lake|Clermont
Riverton|UT|Utah|Salt Lake|Riverton
The Colony|TX|Texas|Denton|The Colony
Mankato|MN|Minnesota|Blue Earth|Mankato
West Lafayette|IN|Indiana|Tippecanoe|West Lafayette
Moorhead|MN|Minnesota|Clay|Moorhead
Cleveland Heights|OH|Ohio|Cuyahoga|Cleveland Heights
North Lauderdale|FL|Florida|Broward|North Lauderdale
Fairfield|OH|Ohio|Butler|Fairfield
Sicklerville|NJ|New Jersey|Camden|Sicklerville
Fond du Lac|WI|Wisconsin|Fond du Lac|Fond du Lac
Cutler Bay|FL|Florida|Miami-Dade|Cutler Bay
Rohnert Park|CA|California|Sonoma|Rohnert Park
Oakley|CA|California|Contra Costa|Oakley
Salem|MA|Massachusetts|Essex|Salem
Concord|NH|New Hampshire|Merrimack|Concord
Wilkes-Barre|PA|Pennsylvania|Luzerne|Wilkes-Barre
North Fort Myers|FL|Florida|Lee|North Fort Myers
El Centro|CA|California|Imperial|El Centro
Freeport|NY|New York|Nassau|Freeport
Saratoga Springs|UT|Utah|Utah|Saratoga Springs
Oakland Park|FL|Florida|Broward|Oakland Park
Columbia|TN|Tennessee|Maury|Columbia
Greenacres|FL|Florida|Palm Beach|Greenacres
Hicksville|NY|New York|Nassau|Hicksville
Lompoc|CA|California|Santa Barbara|Lompoc
Trujillo Alto|PR|Puerto Rico|Trujillo Alto|Trujillo Alto
Lombard|IL|Illinois|DuPage|Lombard
Spanish Fork|UT|Utah|Utah|Spanish Fork
Linden|NJ|New Jersey|Union|Linden
Waxahachie|TX|Texas|Ellis|Waxahachie
Pittsfield|MA|Massachusetts|Berkshire|Pittsfield
Channelview|TX|Texas|Harris|Channelview
Ormond Beach|FL|Florida|Volusia|Ormond Beach
Newnan|GA|Georgia|Coweta|Newnan
Woodbridge|VA|Virginia|Prince William|Woodbridge
Holly Springs|NC|North Carolina|Wake|Holly Springs
Danville|CA|California|Contra Costa|Danville
Burke|VA|Virginia|Fairfax|Burke
Huber Heights|OH|Ohio|Montgomery|Huber Heights
West Babylon|NY|New York|Suffolk|West Babylon
Delaware|OH|Ohio|Delaware|Delaware
Schertz|TX|Texas|Bexar|Schertz
North Miami Beach|FL|Florida|Miami-Dade|North Miami Beach
Woonsocket|RI|Rhode Island|Providence|Woonsocket
Hollister|CA|California|San Benito|Hollister
Campbell|CA|California|Santa Clara|Campbell
